Rk,G,Date,Age,Tm,,Opp,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,18,12/7/15,37-106,LAL,@,TOR,L (-9),1,31:49:00,8,16,0.5,1,4,0.25,4,5,0.8,0,8,8,4,2,0,4,3,21,14.6,-11
22,19,12/9/15,37-108,LAL,@,MIN,L (-1),1,24:30:00,5,13,0.385,1,2,0.5,0,0,,0,1,1,1,1,0,2,2,11,3.1,-12
23,20,12/11/15,37-110,LAL,@,SAS,L (-22),1,28:59:00,5,12,0.417,1,5,0.2,1,2,0.5,1,5,6,4,0,0,2,1,12,7.8,-18
24,21,12/12/15,37-111,LAL,@,HOU,L (-29),1,31:09:00,9,16,0.563,4,9,0.444,3,3,1,2,5,7,6,3,0,0,0,25,27.5,3
25,22,12/15/15,37-114,LAL,,MIL,W (+18),1,27:26:00,7,15,0.467,3,7,0.429,5,5,1,0,3,3,6,0,0,2,2,22,16.6,20
26,23,12/17/15,37-116,LAL,,HOU,L (-20),1,32:02:00,9,16,0.563,2,6,0.333,2,7,0.286,1,7,8,3,0,1,2,2,22,15.2,-24
27,,12/19/15,37-118,LAL,@,OKC,L (-40),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
28,24,12/22/15,37-121,LAL,@,DEN,W (+4),1,32:11:00,10,22,0.455,2,9,0.222,9,11,0.818,1,2,3,5,1,1,1,2,31,23.5,11
29,25,12/23/15,37-122,LAL,,OKC,L (-35),1,27:56:00,7,22,0.318,2,7,0.286,3,3,1,1,0,1,3,1,0,2,3,19,7,-36
30,26,12/25/15,37-124,LAL,,LAC,L (-10),1,26:04:00,4,10,0.4,3,5,0.6,1,4,0.25,0,3,3,3,2,0,3,0,12,7.4,-17
31,27,12/27/15,37-126,LAL,@,MEM,L (-16),1,24:00:00,6,15,0.4,2,8,0.25,5,6,0.833,0,2,2,3,0,0,3,2,19,9.4,-14
32,28,12/28/15,37-127,LAL,@,CHO,L (-10),1,32:04:00,5,20,0.25,3,12,0.25,7,8,0.875,1,3,4,2,0,0,3,2,20,6.8,-13
33,29,12/30/15,37-129,LAL,@,BOS,W (+8),1,33:09:00,5,18,0.278,2,5,0.4,3,5,0.6,1,10,11,3,0,0,4,3,15,4.2,12
34,,1/1/16,37-131,LAL,,PHI,W (+9),Inactive,,,,,,,,,,,,,,,,,,,,,
35,,1/3/16,37-133,LAL,,PHO,W (+20),Inactive,,,,,,,,,,,,,,,,,,,,,
36,,1/5/16,37-135,LAL,,GSW,L (-21),Inactive,,,,,,,,,,,,,,,,,,,,,
37,30,1/7/16,37-137,LAL,@,SAC,L (-3),1,30:56:00,10,19,0.526,2,6,0.333,6,8,0.75,1,1,2,3,0,1,3,2,28,17.9,-14
38,31,1/8/16,37-138,LAL,,OKC,L (-4),1,28:28:00,8,20,0.4,1,5,0.2,2,2,1,2,2,4,6,1,0,2,3,19,12.2,-14
39,,1/10/16,37-140,LAL,,UTA,L (-12),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
40,32,1/12/16,37-142,LAL,,NOP,W (+4),1,15:44,3,9,0.333,0,5,0,1,2,0.5,0,3,3,1,1,0,1,2,7,2.3,-6
41,33,1/14/16,37-144,LAL,@,GSW,L (-18),1,27:28:00,4,15,0.267,0,4,0,0,0,,2,4,6,3,2,1,2,2,8,3.7,-11
42,34,1/16/16,37-146,LAL,@,UTA,L (-27),1,14:40,2,8,0.25,0,3,0,1,1,1,1,0,1,2,0,0,0,0,5,2.3,-15
43,35,1/17/16,37-147,LAL,,HOU,L (-17),1,24:00:00,2,5,0.4,1,2,0.5,0,0,,0,2,2,9,1,0,4,0,5,6.2,-12
44,36,1/20/16,37-150,LAL,,SAC,L (-19),1,31:12:00,4,13,0.308,2,7,0.286,5,5,1,2,2,4,3,1,0,2,4,15,9,-13
45,37,1/22/16,37-152,LAL,,SAS,L (-13),1,26:34:00,2,9,0.222,1,4,0.25,0,0,,1,1,2,6,0,1,3,2,5,1.6,-15
46,38,1/23/16,37-153,LAL,@,POR,L (-18),1,24:33:00,5,9,0.556,0,1,0,0,0,,0,2,2,1,0,0,5,1,10,1.6,-17
47,,1/26/16,37-156,LAL,,DAL,L (-2),Inactive,,,,,,,,,,,,,,,,,,,,,
48,39,1/28/16,37-158,LAL,,CHI,L (-23),1,25:05:00,4,13,0.308,2,7,0.286,0,0,,0,4,4,3,2,0,2,2,10,5,-9
49,,1/29/16,37-159,LAL,@,LAC,L (-12),Inactive,,,,,,,,,,,,,,,,,,,,,
50,40,1/31/16,37-161,LAL,,CHO,L (-19),1,22:58,8,18,0.444,4,8,0.5,3,3,1,1,7,8,3,2,0,0,1,23,20.1,1
51,41,2/2/16,37-163,LAL,,MIN,W (+4),1,33:01:00,10,21,0.476,7,11,0.636,11,12,0.917,2,3,5,5,2,0,2,3,38,31.5,6
52,42,2/4/16,37-165,LAL,@,NOP,W (+3),1,32:07:00,10,24,0.417,4,11,0.364,3,4,0.75,3,9,12,2,2,0,1,0,27,21,16
53,43,2/6/16,37-167,LAL,@,SAS,L (-4),1,32:53:00,9,28,0.321,4,14,0.286,3,3,1,1,1,2,4,0,1,2,4,25,9.9,-2
54,44,2/8/16,37-169,LAL,@,IND,L (-2),1,33:23:00,6,25,0.24,4,14,0.286,3,4,0.75,1,4,5,0,0,0,0,0,19,5.4,-6
55,45,2/10/16,37-171,LAL,@,CLE,L (-9),1,33:05:00,5,16,0.313,3,7,0.429,4,4,1,0,6,6,3,1,0,3,2,17,8.9,-19
56,46,2/19/16,37-180,LAL,,SAS,L (-6),1,29:17:00,10,25,0.4,1,8,0.125,4,5,0.8,1,3,4,3,1,0,3,0,25,12.8,-3
57,47,2/21/16,37-182,LAL,@,CHI,L (-11),1,27:27:00,8,20,0.4,1,7,0.143,5,7,0.714,2,2,4,1,0,0,0,1,22,12.7,-1
58,48,2/22/16,37-183,LAL,@,MIL,L (-7),1,24:27:00,3,12,0.25,1,5,0.2,8,9,0.889,0,5,5,2,1,0,2,3,15,8.1,-20
59,49,2/24/16,37-185,LAL,@,MEM,L (-9),1,28:57:00,5,14,0.357,2,7,0.286,1,2,0.5,0,1,1,2,1,0,1,2,13,5.7,-7
60,,2/26/16,37-187,LAL,,MEM,L (-17),Inactive,,,,,,,,,,,,,,,,,,,,,
61,,3/1/16,37-191,LAL,,BRK,W (+6),Inactive,,,,,,,,,,,,,,,,,,,,,
62,50,3/2/16,37-192,LAL,@,DEN,L (-10),1,10:50,1,2,0.5,1,2,0.5,2,3,0.667,1,1,2,1,0,0,0,1,5,4.9,1
63,,3/4/16,37-194,LAL,,ATL,L (-29),Inactive,,,,,,,,,,,,,,,,,,,,,
64,51,3/6/16,37-196,LAL,,GSW,W (+17),1,24:21:00,4,14,0.286,0,5,0,4,4,1,0,2,2,3,0,0,3,2,12,2.7,14
65,,3/8/16,37-198,LAL,,ORL,W (+9),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
66,52,3/10/16,37-200,LAL,,CLE,L (-12),1,32:12:00,11,16,0.688,3,4,0.75,1,2,0.5,1,4,5,2,1,1,0,1,26,23.4,-8
67,53,3/13/16,37-203,LAL,,NYK,L (-3),1,26:50:00,5,15,0.333,1,4,0.25,3,4,0.75,0,2,2,0,1,0,1,2,14,4.9,-18
68,,3/15/16,37-205,LAL,,SAC,L (-8),Inactive,,,,,,,,,,,,,,,,,,,,,
69,,3/18/16,37-208,LAL,,PHO,L (-5),Inactive,,,,,,,,,,,,,,,,,,,,,
70,54,3/22/16,37-212,LAL,,MEM,W (+7),1,30:20:00,7,18,0.389,2,5,0.4,4,4,1,0,2,2,1,1,1,4,4,20,7.6,11
71,55,3/23/16,37-213,LAL,@,PHO,L (-12),1,27:54:00,5,13,0.385,3,8,0.375,4,4,1,0,3,3,2,0,1,1,1,17,11.5,-23
72,56,3/25/16,37-215,LAL,,DEN,L (-11),1,28:42:00,10,22,0.455,4,9,0.444,4,5,0.8,0,4,4,0,0,0,1,2,28,15.6,-6
73,57,3/27/16,37-217,LAL,,WAS,L (-13),1,22:31,6,15,0.4,3,7,0.429,2,2,1,0,1,1,2,1,0,2,0,17,9.6,-11
74,58,3/28/16,37-218,LAL,@,UTA,L (-48),1,27:44:00,1,11,0.091,0,4,0,3,3,1,0,0,0,2,1,0,0,0,5,0.1,-43
75,59,3/30/16,37-220,LAL,,MIA,W (+2),1,8:44,1,7,0.143,0,2,0,0,0,,1,1,2,0,0,0,1,0,2,-2.5,-13
76,60,4/3/16,37-224,LAL,,BOS,L (-7),1,33:01:00,11,28,0.393,4,11,0.364,8,10,0.8,1,3,4,1,3,0,0,4,34,21.7,-4
77,61,4/5/16,37-226,LAL,@,LAC,L (-22),1,22:15,2,12,0.167,0,2,0,2,2,1,1,1,2,0,2,0,2,1,6,-1,-25
78,62,4/6/16,37-227,LAL,,LAC,L (-10),1,27:46:00,6,19,0.316,1,6,0.167,4,4,1,0,3,3,1,1,0,1,1,17,7.3,-15
79,63,4/8/16,37-229,LAL,@,NOP,L (-8),1,22:13,4,15,0.267,3,9,0.333,3,3,1,0,3,3,4,1,0,2,0,14,7.8,-16
80,64,4/10/16,37-231,LAL,@,HOU,L (-20),1,27:26:00,10,22,0.455,4,11,0.364,11,11,1,0,2,2,1,2,0,4,1,35,22.5,-10
81,65,4/11/16,37-232,LAL,@,OKC,L (-33),1,18:57,4,12,0.333,3,9,0.333,2,2,1,0,1,1,0,1,0,2,2,13,4.7,-24
82,66,4/13/16,37-234,LAL,,UTA,W (+5),1,42:09:00,22,50,0.44,6,21,0.286,10,12,0.833,0,4,4,4,1,1,2,1,60,36.3,7
