Rk,G,Date,Age,Tm,,Opp,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
22,22,12/9/14,36-108,LAL,,SAC,W (+3),1,35:50:00,11,27,0.407,2,6,0.333,8,8,1,3,0,3,6,2,0,3,2,32,22,-1
23,23,12/12/14,36-111,LAL,@,SAS,W (+2),1,40:03:00,7,22,0.318,1,4,0.25,7,8,0.875,1,4,5,9,4,0,5,1,22,15.8,-1
24,24,12/14/14,36-113,LAL,@,MIN,W (+6),1,35:09:00,7,20,0.35,2,7,0.286,10,13,0.769,1,5,6,2,1,0,2,2,26,15.4,0
25,25,12/15/14,36-114,LAL,@,IND,L (-19),1,30:17:00,8,26,0.308,2,8,0.25,3,3,1,0,4,4,3,2,0,3,4,21,6.7,-26
26,26,12/19/14,36-118,LAL,,OKC,L (-1),1,34:35:00,3,15,0.2,0,3,0,3,4,0.75,0,8,8,8,0,0,3,0,9,4.3,-6
27,27,12/21/14,36-120,LAL,@,SAC,L (-7),1,37:52:00,8,30,0.267,3,8,0.375,6,6,1,3,2,5,3,2,0,9,3,25,3.8,-17
28,,12/23/14,36-122,LAL,,GSW,W (+10),Not With Team,,,,,,,,,,,,,,,,,,,,,
29,,12/25/14,36-124,LAL,@,CHI,L (-20),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
30,,12/26/14,36-125,LAL,@,DAL,L (-4),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
31,28,12/28/14,36-127,LAL,,PHO,L (-9),1,32:12:00,4,10,0.4,1,3,0.333,1,1,1,0,8,8,7,2,0,5,1,10,8.5,-9
32,29,12/30/14,36-129,LAL,@,DEN,W (+8),1,31:40:00,6,11,0.545,3,5,0.6,8,11,0.727,1,10,11,11,2,1,9,1,23,21.2,12
33,30,1/2/15,36-132,LAL,,MEM,L (-3),1,33:08:00,6,14,0.429,2,4,0.5,1,1,1,1,8,9,8,0,1,2,2,15,14.2,5
34,31,1/4/15,36-134,LAL,,IND,W (+1),1,32:08:00,7,14,0.5,2,3,0.667,4,4,1,0,6,6,6,3,0,2,2,20,19.2,-1
35,,1/5/15,36-135,LAL,@,POR,L (-4),Not With Team,,,,,,,,,,,,,,,,,,,,,
36,32,1/7/15,36-137,LAL,@,LAC,L (-25),1,27:47:00,2,12,0.167,0,3,0,0,0,,0,8,8,7,1,0,6,1,4,-1.7,-34
37,,1/9/15,36-139,LAL,,ORL,W (+17),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
38,,1/11/15,36-141,LAL,,POR,L (-12),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
39,33,1/13/15,36-143,LAL,,MIA,L (-3),1,30:54:00,3,19,0.158,2,9,0.222,4,4,1,0,6,6,7,1,0,2,0,12,5.6,-6
40,34,1/15/15,36-145,LAL,,CLE,L (-7),1,31:49:00,7,14,0.5,3,6,0.5,2,3,0.667,1,5,6,17,0,0,3,0,19,22.7,3
41,,1/16/15,36-146,LAL,@,UTA,L (-9),Not With Team,,,,,,,,,,,,,,,,,,,,,
42,,1/19/15,36-149,LAL,@,PHO,L (-15),Not With Team,,,,,,,,,,,,,,,,,,,,,
43,35,1/21/15,36-151,LAL,@,NOP,L (-16),1,29:52:00,6,14,0.429,1,5,0.2,1,1,1,0,7,7,2,0,1,4,2,14,6,-11
44,,1/23/15,36-153,LAL,@,SAS,L (-14),Not With Team,,,,,,,,,,,,,,,,,,,,,
45,,1/25/15,36-155,LAL,,HOU,L (-12),Not With Team,,,,,,,,,,,,,,,,,,,,,
46,,1/27/15,36-157,LAL,,WAS,L (-6),Not With Team,,,,,,,,,,,,,,,,,,,,,
47,,1/29/15,36-159,LAL,,CHI,W (+5),Not With Team,,,,,,,,,,,,,,,,,,,,,
48,,2/1/15,36-162,LAL,@,NYK,L (-12),Not With Team,,,,,,,,,,,,,,,,,,,,,
49,,2/4/15,36-165,LAL,@,MIL,L (-8),Not With Team,,,,,,,,,,,,,,,,,,,,,
50,,2/6/15,36-167,LAL,@,ORL,L (-6),Not With Team,,,,,,,,,,,,,,,,,,,,,
51,,2/8/15,36-169,LAL,@,CLE,L (-15),Not With Team,,,,,,,,,,,,,,,,,,,,,
52,,2/10/15,36-171,LAL,,DEN,L (-10),Not With Team,,,,,,,,,,,,,,,,,,,,,
53,,2/11/15,36-172,LAL,@,POR,L (-16),Not With Team,,,,,,,,,,,,,,,,,,,,,
54,,2/20/15,36-181,LAL,,BRK,L (-9),Not With Team,,,,,,,,,,,,,,,,,,,,,
55,,2/22/15,36-183,LAL,,BOS,W (+7),Not With Team,,,,,,,,,,,,,,,,,,,,,
56,,2/25/15,36-186,LAL,@,UTA,W (+3),Not With Team,,,,,,,,,,,,,,,,,,,,,
57,,2/27/15,36-188,LAL,,MIL,W (+8),Not With Team,,,,,,,,,,,,,,,,,,,,,
58,,3/1/15,36-190,LAL,,OKC,L (-7),Not With Team,,,,,,,,,,,,,,,,,,,,,
59,,3/3/15,36-192,LAL,@,CHO,L (-1),Not With Team,,,,,,,,,,,,,,,,,,,,,
60,,3/4/15,36-193,LAL,@,MIA,L (-6),Not With Team,,,,,,,,,,,,,,,,,,,,,
61,,3/6/15,36-195,LAL,@,MEM,L (-7),Not With Team,,,,,,,,,,,,,,,,,,,,,
62,,3/8/15,36-197,LAL,,DAL,L (-7),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
63,,3/10/15,36-199,LAL,,DET,W (+8),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
64,,3/12/15,36-201,LAL,,NYK,L (-7),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
65,,3/15/15,36-204,LAL,,ATL,L (-5),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
66,,3/16/15,36-205,LAL,@,GSW,L (-3),Not With Team,,,,,,,,,,,,,,,,,,,,,
67,,3/19/15,36-208,LAL,,UTA,L (-7),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
68,,3/22/15,36-211,LAL,,PHI,W (+14),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
69,,3/24/15,36-213,LAL,@,OKC,L (-10),Not With Team,,,,,,,,,,,,,,,,,,,,,
70,,3/25/15,36-214,LAL,@,MIN,W (+2),Not With Team,,,,,,,,,,,,,,,,,,,,,
71,,3/27/15,36-216,LAL,@,TOR,L (-11),Not With Team,,,,,,,,,,,,,,,,,,,,,
72,,3/29/15,36-218,LAL,@,BRK,L (-8),Not With Team,,,,,,,,,,,,,,,,,,,,,
73,,3/30/15,36-219,LAL,@,PHI,W (+2),Not With Team,,,,,,,,,,,,,,,,,,,,,
74,,4/1/15,36-221,LAL,,NOP,L (-21),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
75,,4/3/15,36-223,LAL,,POR,L (-30),Inactive,,,,,,,,,,,,,,,,,,,,,
76,,4/5/15,36-225,LAL,,LAC,L (-28),Inactive,,,,,,,,,,,,,,,,,,,,,
77,,4/7/15,36-227,LAL,@,LAC,L (-5),Inactive,,,,,,,,,,,,,,,,,,,,,
78,,4/8/15,36-228,LAL,@,DEN,L (-18),Inactive,,,,,,,,,,,,,,,,,,,,,
79,,4/10/15,36-230,LAL,,MIN,W (+8),Inactive,,,,,,,,,,,,,,,,,,,,,
80,,4/12/15,36-232,LAL,,DAL,L (-14),Inactive,,,,,,,,,,,,,,,,,,,,,
81,,4/13/15,36-233,LAL,@,SAC,L (-10),Inactive,,,,,,,,,,,,,,,,,,,,,
82,,4/15/15,36-235,LAL,,SAC,L (-23),Inactive,,,,,,,,,,,,,,,,,,,,,
